"","CODI_INE","barri","nivell_soroll_TVLDEN","sexe","edat","value"
"4354","3-3-03","Rocafonda",">= 75 dB","DONES","50-69",57
"4355","3-3-03","Rocafonda",">= 75 dB","DONES","70",47
"4356","3-3-03","Rocafonda",">= 75 dB","HOMES","00-16",33
"4357","3-3-03","Rocafonda",">= 75 dB","HOMES","17-29",31
"4358","3-3-03","Rocafonda",">= 75 dB","HOMES","30-49",68
"4359","3-3-03","Rocafonda",">= 75 dB","HOMES","50-69",58
"4360","3-3-03","Rocafonda",">= 75 dB","HOMES","70",31
"4361","3-8-01","Vista Alegre","55 - 59 dB","DONES","00-16",18
"4362","3-8-01","Vista Alegre","55 - 59 dB","DONES","17-29",3
"4363","3-8-01","Vista Alegre","55 - 59 dB","DONES","30-49",29
"4364","3-8-01","Vista Alegre","55 - 59 dB","DONES","50-69",19
"4365","3-8-01","Vista Alegre","55 - 59 dB","DONES","70",12
"4366","3-8-01","Vista Alegre","55 - 59 dB","HOMES","00-16",15
"4367","3-8-01","Vista Alegre","55 - 59 dB","HOMES","17-29",11
"4368","3-8-01","Vista Alegre","55 - 59 dB","HOMES","30-49",29
"4369","3-8-01","Vista Alegre","55 - 59 dB","HOMES","50-69",13
"4370","3-8-01","Vista Alegre","55 - 59 dB","HOMES","70",10
"4371","4-7-05","La Llàntia","55 - 59 dB","DONES","00-16",19
"4372","4-7-05","La Llàntia","55 - 59 dB","DONES","17-29",21
"4373","4-7-05","La Llàntia","55 - 59 dB","DONES","30-49",33
"4374","4-7-05","La Llàntia","55 - 59 dB","DONES","50-69",28
"4375","4-7-05","La Llàntia","55 - 59 dB","DONES","70",13
"4376","4-7-05","La Llàntia","55 - 59 dB","HOMES","00-16",23
"4377","4-7-05","La Llàntia","55 - 59 dB","HOMES","17-29",21
"4378","4-7-05","La Llàntia","55 - 59 dB","HOMES","30-49",31
"4379","4-7-05","La Llàntia","55 - 59 dB","HOMES","50-69",31
"4380","4-7-05","La Llàntia","55 - 59 dB","HOMES","70",10
"4381","3-7-04","Els Molins","55 - 59 dB","DONES","00-16",19
"4382","3-7-04","Els Molins","55 - 59 dB","DONES","17-29",9
"4383","3-7-04","Els Molins","55 - 59 dB","DONES","30-49",27
"4384","3-7-04","Els Molins","55 - 59 dB","DONES","50-69",20
"4385","3-7-04","Els Molins","55 - 59 dB","DONES","70",9
"4386","3-7-04","Els Molins","55 - 59 dB","HOMES","00-16",17
"4387","3-7-04","Els Molins","55 - 59 dB","HOMES","17-29",6
"4388","3-7-04","Els Molins","55 - 59 dB","HOMES","30-49",31
"4389","3-7-04","Els Molins","55 - 59 dB","HOMES","50-69",17
"4390","3-7-04","Els Molins","55 - 59 dB","HOMES","70",5
"4391","3-13-01","Vista Alegre","55 - 59 dB","DONES","00-16",6
"4392","3-13-01","Vista Alegre","55 - 59 dB","DONES","17-29",12
"4393","3-13-01","Vista Alegre","55 - 59 dB","DONES","30-49",20
"4394","3-13-01","Vista Alegre","55 - 59 dB","DONES","50-69",21
"4395","3-13-01","Vista Alegre","55 - 59 dB","DONES","70",18
"4396","3-13-01","Vista Alegre","55 - 59 dB","HOMES","00-16",15
"4397","3-13-01","Vista Alegre","55 - 59 dB","HOMES","17-29",12
"4398","3-13-01","Vista Alegre","55 - 59 dB","HOMES","30-49",15
"4399","3-13-01","Vista Alegre","55 - 59 dB","HOMES","50-69",26
"4400","3-13-01","Vista Alegre","55 - 59 dB","HOMES","70",19
"4401","3-4-07","Rocafonda","65 - 69 dB","DONES","00-16",39
"4402","3-4-07","Rocafonda","65 - 69 dB","DONES","17-29",15
"4403","3-4-07","Rocafonda","65 - 69 dB","DONES","30-49",46
"4404","3-4-07","Rocafonda","65 - 69 dB","DONES","50-69",27
"4405","3-4-07","Rocafonda","65 - 69 dB","DONES","70",23
"4406","3-4-07","Rocafonda","65 - 69 dB","HOMES","00-16",31
"4407","3-4-07","Rocafonda","65 - 69 dB","HOMES","17-29",6
"4408","3-4-07","Rocafonda","65 - 69 dB","HOMES","30-49",42
"4409","3-4-07","Rocafonda","65 - 69 dB","HOMES","50-69",27
"4410","3-4-07","Rocafonda","65 - 69 dB","HOMES","70",16
"4411","3-13-02","Vista Alegre","55 - 59 dB","DONES","00-16",14
"4412","3-13-02","Vista Alegre","55 - 59 dB","DONES","17-29",29
"4413","3-13-02","Vista Alegre","55 - 59 dB","DONES","30-49",29
"4414","3-13-02","Vista Alegre","55 - 59 dB","DONES","50-69",42
"4415","3-13-02","Vista Alegre","55 - 59 dB","DONES","70",10
"4416","3-13-02","Vista Alegre","55 - 59 dB","HOMES","00-16",18
"4417","3-13-02","Vista Alegre","55 - 59 dB","HOMES","17-29",20
"4418","3-13-02","Vista Alegre","55 - 59 dB","HOMES","30-49",20
"4419","3-13-02","Vista Alegre","55 - 59 dB","HOMES","50-69",49
"4420","3-13-02","Vista Alegre","55 - 59 dB","HOMES","70",11
"4421","3-5-07","Rocafonda","70 - 74 dB","DONES","00-16",18
"4422","3-5-07","Rocafonda","70 - 74 dB","DONES","17-29",9
"4423","3-5-07","Rocafonda","70 - 74 dB","DONES","30-49",35
"4424","3-5-07","Rocafonda","70 - 74 dB","DONES","50-69",17
"4425","3-5-07","Rocafonda","70 - 74 dB","DONES","70",18
"4426","3-5-07","Rocafonda","70 - 74 dB","HOMES","00-16",25
"4427","3-5-07","Rocafonda","70 - 74 dB","HOMES","17-29",13
"4428","3-5-07","Rocafonda","70 - 74 dB","HOMES","30-49",33
"4429","3-5-07","Rocafonda","70 - 74 dB","HOMES","50-69",18
"4430","3-5-07","Rocafonda","70 - 74 dB","HOMES","70",8
"4431","3-14-02","Vista Alegre","55 - 59 dB","DONES","00-16",4
"4432","3-14-02","Vista Alegre","55 - 59 dB","DONES","17-29",8
"4433","3-14-02","Vista Alegre","55 - 59 dB","DONES","30-49",6
"4434","3-14-02","Vista Alegre","55 - 59 dB","DONES","50-69",25
"4435","3-14-02","Vista Alegre","55 - 59 dB","DONES","70",5
"4436","3-14-02","Vista Alegre","55 - 59 dB","HOMES","00-16",7
"4437","3-14-02","Vista Alegre","55 - 59 dB","HOMES","17-29",11
"4438","3-14-02","Vista Alegre","55 - 59 dB","HOMES","30-49",5
"4439","3-14-02","Vista Alegre","55 - 59 dB","HOMES","50-69",22
"4440","3-14-02","Vista Alegre","55 - 59 dB","HOMES","70",4
"4441","3-9-18","Els Molins","70 - 74 dB","DONES","00-16",24
"4442","3-9-18","Els Molins","70 - 74 dB","DONES","17-29",31
"4443","3-9-18","Els Molins","70 - 74 dB","DONES","30-49",34
"4444","3-9-18","Els Molins","70 - 74 dB","DONES","50-69",74
"4445","3-9-18","Els Molins","70 - 74 dB","DONES","70",34
"4446","3-9-18","Els Molins","70 - 74 dB","HOMES","00-16",20
"4447","3-9-18","Els Molins","70 - 74 dB","HOMES","17-29",41
"4448","3-9-18","Els Molins","70 - 74 dB","HOMES","30-49",52
"4449","3-9-18","Els Molins","70 - 74 dB","HOMES","50-69",69
"4450","3-9-18","Els Molins","70 - 74 dB","HOMES","70",29
"4451","3-9-14","Els Molins","65 - 69 dB","DONES","00-16",5
"4452","3-9-14","Els Molins","65 - 69 dB","DONES","17-29",11
"4453","3-9-14","Els Molins","65 - 69 dB","DONES","30-49",19
"4454","3-9-14","Els Molins","65 - 69 dB","DONES","50-69",11
"4455","3-9-14","Els Molins","65 - 69 dB","DONES","70",9
"4456","3-9-14","Els Molins","65 - 69 dB","HOMES","00-16",14
"4457","3-9-14","Els Molins","65 - 69 dB","HOMES","17-29",6
"4458","3-9-14","Els Molins","65 - 69 dB","HOMES","30-49",17
"4459","3-9-14","Els Molins","65 - 69 dB","HOMES","50-69",7
"4460","3-9-14","Els Molins","65 - 69 dB","HOMES","70",6
"4461","4-4-10","Cirera","70 - 74 dB","DONES","00-16",20
"4462","4-4-10","Cirera","70 - 74 dB","DONES","17-29",10
"4463","4-4-10","Cirera","70 - 74 dB","DONES","30-49",28
"4464","4-4-10","Cirera","70 - 74 dB","DONES","50-69",20
"4465","4-4-10","Cirera","70 - 74 dB","DONES","70",8
"4466","4-4-10","Cirera","70 - 74 dB","HOMES","00-16",18
"4467","4-4-10","Cirera","70 - 74 dB","HOMES","17-29",7
"4468","4-4-10","Cirera","70 - 74 dB","HOMES","30-49",22
"4469","4-4-10","Cirera","70 - 74 dB","HOMES","50-69",18
"4470","4-4-10","Cirera","70 - 74 dB","HOMES","70",4
"4471","3-4-03","Rocafonda","60 - 64 dB","DONES","00-16",50
"4472","3-4-03","Rocafonda","60 - 64 dB","DONES","17-29",19
"4473","3-4-03","Rocafonda","60 - 64 dB","DONES","30-49",50
"4474","3-4-03","Rocafonda","60 - 64 dB","DONES","50-69",56
"4475","3-4-03","Rocafonda","60 - 64 dB","DONES","70",27
"4476","3-4-03","Rocafonda","60 - 64 dB","HOMES","00-16",44
"4477","3-4-03","Rocafonda","60 - 64 dB","HOMES","17-29",35
"4478","3-4-03","Rocafonda","60 - 64 dB","HOMES","30-49",73
"4479","3-4-03","Rocafonda","60 - 64 dB","HOMES","50-69",55
"4480","3-4-03","Rocafonda","60 - 64 dB","HOMES","70",22
"4481","3-7-08","Els Molins","65 - 69 dB","DONES","00-16",2
"4482","3-7-08","Els Molins","65 - 69 dB","DONES","17-29",5
"4483","3-7-08","Els Molins","65 - 69 dB","DONES","30-49",8
"4484","3-7-08","Els Molins","65 - 69 dB","DONES","50-69",5
"4485","3-7-08","Els Molins","65 - 69 dB","DONES","70",9
"4486","3-7-08","Els Molins","65 - 69 dB","HOMES","00-16",4
"4487","3-7-08","Els Molins","65 - 69 dB","HOMES","17-29",5
"4488","3-7-08","Els Molins","65 - 69 dB","HOMES","30-49",9
"4489","3-7-08","Els Molins","65 - 69 dB","HOMES","50-69",3
"4490","3-7-08","Els Molins","65 - 69 dB","HOMES","70",7
"4491","3-4-05","Rocafonda","65 - 69 dB","DONES","00-16",30
"4492","3-4-05","Rocafonda","65 - 69 dB","DONES","17-29",16
"4493","3-4-05","Rocafonda","65 - 69 dB","DONES","30-49",28
"4494","3-4-05","Rocafonda","65 - 69 dB","DONES","50-69",24
"4495","3-4-05","Rocafonda","65 - 69 dB","DONES","70",21
"4496","3-4-05","Rocafonda","65 - 69 dB","HOMES","00-16",28
"4497","3-4-05","Rocafonda","65 - 69 dB","HOMES","17-29",21
"4498","3-4-05","Rocafonda","65 - 69 dB","HOMES","30-49",49
"4499","3-4-05","Rocafonda","65 - 69 dB","HOMES","50-69",29
"4500","3-4-05","Rocafonda","65 - 69 dB","HOMES","70",12
"4501","3-7-10","Els Molins","65 - 69 dB","DONES","00-16",10
"4502","3-7-10","Els Molins","65 - 69 dB","DONES","17-29",2
"4503","3-7-10","Els Molins","65 - 69 dB","DONES","30-49",13
"4504","3-7-10","Els Molins","65 - 69 dB","DONES","50-69",10
"4505","3-7-10","Els Molins","65 - 69 dB","DONES","70",7
"4506","3-7-10","Els Molins","65 - 69 dB","HOMES","00-16",5
"4507","3-7-10","Els Molins","65 - 69 dB","HOMES","17-29",10
"4508","3-7-10","Els Molins","65 - 69 dB","HOMES","30-49",14
"4509","3-7-10","Els Molins","65 - 69 dB","HOMES","50-69",11
"4510","3-7-10","Els Molins","65 - 69 dB","HOMES","70",2
"4511","4-2-08","Cirera","60 - 64 dB","DONES","00-16",34
"4512","4-2-08","Cirera","60 - 64 dB","DONES","17-29",26
"4513","4-2-08","Cirera","60 - 64 dB","DONES","30-49",45
"4514","4-2-08","Cirera","60 - 64 dB","DONES","50-69",42
"4515","4-2-08","Cirera","60 - 64 dB","DONES","70",21
"4516","4-2-08","Cirera","60 - 64 dB","HOMES","00-16",33
"4517","4-2-08","Cirera","60 - 64 dB","HOMES","17-29",26
"4518","4-2-08","Cirera","60 - 64 dB","HOMES","30-49",55
"4519","4-2-08","Cirera","60 - 64 dB","HOMES","50-69",44
"4520","4-2-08","Cirera","60 - 64 dB","HOMES","70",13
"4521","3-7-11","Els Molins","65 - 69 dB","DONES","00-16",21
"4522","3-7-11","Els Molins","65 - 69 dB","DONES","17-29",12
"4523","3-7-11","Els Molins","65 - 69 dB","DONES","30-49",37
"4524","3-7-11","Els Molins","65 - 69 dB","DONES","50-69",27
"4525","3-7-11","Els Molins","65 - 69 dB","DONES","70",17
"4526","3-7-11","Els Molins","65 - 69 dB","HOMES","00-16",22
"4527","3-7-11","Els Molins","65 - 69 dB","HOMES","17-29",16
"4528","3-7-11","Els Molins","65 - 69 dB","HOMES","30-49",31
"4529","3-7-11","Els Molins","65 - 69 dB","HOMES","50-69",29
"4530","3-7-11","Els Molins","65 - 69 dB","HOMES","70",11
"4531","4-2-10","Cirera","60 - 64 dB","DONES","00-16",21
"4532","4-2-10","Cirera","60 - 64 dB","DONES","17-29",10
"4533","4-2-10","Cirera","60 - 64 dB","DONES","30-49",31
"4534","4-2-10","Cirera","60 - 64 dB","DONES","50-69",16
"4535","4-2-10","Cirera","60 - 64 dB","DONES","70",10
"4536","4-2-10","Cirera","60 - 64 dB","HOMES","00-16",19
"4537","4-2-10","Cirera","60 - 64 dB","HOMES","17-29",9
"4538","4-2-10","Cirera","60 - 64 dB","HOMES","30-49",29
"4539","4-2-10","Cirera","60 - 64 dB","HOMES","50-69",21
"4540","4-2-10","Cirera","60 - 64 dB","HOMES","70",7
"4541","3-9-17","Els Molins","70 - 74 dB","DONES","00-16",34
"4542","3-9-17","Els Molins","70 - 74 dB","DONES","17-29",36
"4543","3-9-17","Els Molins","70 - 74 dB","DONES","30-49",72
"4544","3-9-17","Els Molins","70 - 74 dB","DONES","50-69",111
"4545","3-9-17","Els Molins","70 - 74 dB","DONES","70",40
"4546","3-9-17","Els Molins","70 - 74 dB","HOMES","00-16",52
"4547","3-9-17","Els Molins","70 - 74 dB","HOMES","17-29",53
"4548","3-9-17","Els Molins","70 - 74 dB","HOMES","30-49",65
"4549","3-9-17","Els Molins","70 - 74 dB","HOMES","50-69",99
"4550","3-9-17","Els Molins","70 - 74 dB","HOMES","70",38
"4551","3-5-04","Rocafonda","70 - 74 dB","DONES","00-16",31
"4552","3-5-04","Rocafonda","70 - 74 dB","DONES","17-29",24
"4553","3-5-04","Rocafonda","70 - 74 dB","DONES","30-49",59
"4554","3-5-04","Rocafonda","70 - 74 dB","DONES","50-69",35
"4555","3-5-04","Rocafonda","70 - 74 dB","DONES","70",26
"4556","3-5-04","Rocafonda","70 - 74 dB","HOMES","00-16",41
"4557","3-5-04","Rocafonda","70 - 74 dB","HOMES","17-29",26
"4558","3-5-04","Rocafonda","70 - 74 dB","HOMES","30-49",51
"4559","3-5-04","Rocafonda","70 - 74 dB","HOMES","50-69",43
"4560","3-5-04","Rocafonda","70 - 74 dB","HOMES","70",18
"4561","3-8-06","Vista Alegre","65 - 69 dB","DONES","00-16",17
"4562","3-8-06","Vista Alegre","65 - 69 dB","DONES","17-29",15
"4563","3-8-06","Vista Alegre","65 - 69 dB","DONES","30-49",27
"4564","3-8-06","Vista Alegre","65 - 69 dB","DONES","50-69",22
"4565","3-8-06","Vista Alegre","65 - 69 dB","DONES","70",11
"4566","3-8-06","Vista Alegre","65 - 69 dB","HOMES","00-16",14
"4567","3-8-06","Vista Alegre","65 - 69 dB","HOMES","17-29",13
"4568","3-8-06","Vista Alegre","65 - 69 dB","HOMES","30-49",32
"4569","3-8-06","Vista Alegre","65 - 69 dB","HOMES","50-69",21
"4570","3-8-06","Vista Alegre","65 - 69 dB","HOMES","70",8
"4571","3-4-04","Rocafonda","65 - 69 dB","DONES","00-16",9
"4572","3-4-04","Rocafonda","65 - 69 dB","DONES","17-29",11
"4573","3-4-04","Rocafonda","65 - 69 dB","DONES","30-49",20
"4574","3-4-04","Rocafonda","65 - 69 dB","DONES","50-69",36
"4575","3-4-04","Rocafonda","65 - 69 dB","DONES","70",9
"4576","3-4-04","Rocafonda","65 - 69 dB","HOMES","00-16",17
"4577","3-4-04","Rocafonda","65 - 69 dB","HOMES","17-29",14
"4578","3-4-04","Rocafonda","65 - 69 dB","HOMES","30-49",20
"4579","3-4-04","Rocafonda","65 - 69 dB","HOMES","50-69",31
"4580","3-4-04","Rocafonda","65 - 69 dB","HOMES","70",11
"4581","3-5-05","Rocafonda","65 - 69 dB","DONES","00-16",58
"4582","3-5-05","Rocafonda","65 - 69 dB","DONES","17-29",23
"4583","3-5-05","Rocafonda","65 - 69 dB","DONES","30-49",62
"4584","3-5-05","Rocafonda","65 - 69 dB","DONES","50-69",45
"4585","3-5-05","Rocafonda","65 - 69 dB","DONES","70",21
"4586","3-5-05","Rocafonda","65 - 69 dB","HOMES","00-16",40
"4587","3-5-05","Rocafonda","65 - 69 dB","HOMES","17-29",45
"4588","3-5-05","Rocafonda","65 - 69 dB","HOMES","30-49",76
"4589","3-5-05","Rocafonda","65 - 69 dB","HOMES","50-69",52
"4590","3-5-05","Rocafonda","65 - 69 dB","HOMES","70",19
"4591","3-8-05","Vista Alegre","65 - 69 dB","DONES","00-16",17
"4592","3-8-05","Vista Alegre","65 - 69 dB","DONES","17-29",13
"4593","3-8-05","Vista Alegre","65 - 69 dB","DONES","30-49",34
"4594","3-8-05","Vista Alegre","65 - 69 dB","DONES","50-69",21
"4595","3-8-05","Vista Alegre","65 - 69 dB","DONES","70",20
"4596","3-8-05","Vista Alegre","65 - 69 dB","HOMES","00-16",31
"4597","3-8-05","Vista Alegre","65 - 69 dB","HOMES","17-29",13
"4598","3-8-05","Vista Alegre","65 - 69 dB","HOMES","30-49",30
"4599","3-8-05","Vista Alegre","65 - 69 dB","HOMES","50-69",21
"4600","3-8-05","Vista Alegre","65 - 69 dB","HOMES","70",12
"4601","3-4-06","Rocafonda","65 - 69 dB","DONES","00-16",39
"4602","3-4-06","Rocafonda","65 - 69 dB","DONES","17-29",39
"4603","3-4-06","Rocafonda","65 - 69 dB","DONES","30-49",67
"4604","3-4-06","Rocafonda","65 - 69 dB","DONES","50-69",47
"4605","3-4-06","Rocafonda","65 - 69 dB","DONES","70",23
"4606","3-4-06","Rocafonda","65 - 69 dB","HOMES","00-16",59
"4607","3-4-06","Rocafonda","65 - 69 dB","HOMES","17-29",40
"4608","3-4-06","Rocafonda","65 - 69 dB","HOMES","30-49",76
"4609","3-4-06","Rocafonda","65 - 69 dB","HOMES","50-69",61
"4610","3-4-06","Rocafonda","65 - 69 dB","HOMES","70",12
"4611","3-9-15","Els Molins","70 - 74 dB","DONES","00-16",18
"4612","3-9-15","Els Molins","70 - 74 dB","DONES","17-29",11
"4613","3-9-15","Els Molins","70 - 74 dB","DONES","30-49",30
"4614","3-9-15","Els Molins","70 - 74 dB","DONES","50-69",28
"4615","3-9-15","Els Molins","70 - 74 dB","DONES","70",11
"4616","3-9-15","Els Molins","70 - 74 dB","HOMES","00-16",11
"4617","3-9-15","Els Molins","70 - 74 dB","HOMES","17-29",18
"4618","3-9-15","Els Molins","70 - 74 dB","HOMES","30-49",31
"4619","3-9-15","Els Molins","70 - 74 dB","HOMES","50-69",25
"4620","3-9-15","Els Molins","70 - 74 dB","HOMES","70",7
"4621","3-7-09","Els Molins","70 - 74 dB","DONES","00-16",21
"4622","3-7-09","Els Molins","70 - 74 dB","DONES","17-29",17
"4623","3-7-09","Els Molins","70 - 74 dB","DONES","30-49",33
"4624","3-7-09","Els Molins","70 - 74 dB","DONES","50-69",23
"4625","3-7-09","Els Molins","70 - 74 dB","DONES","70",11
"4626","3-7-09","Els Molins","70 - 74 dB","HOMES","00-16",22
"4627","3-7-09","Els Molins","70 - 74 dB","HOMES","17-29",17
"4628","3-7-09","Els Molins","70 - 74 dB","HOMES","30-49",34
"4629","3-7-09","Els Molins","70 - 74 dB","HOMES","50-69",22
"4630","3-7-09","Els Molins","70 - 74 dB","HOMES","70",5
"4631","3-5-06","Rocafonda","70 - 74 dB","DONES","00-16",10
"4632","3-5-06","Rocafonda","70 - 74 dB","DONES","17-29",16
"4633","3-5-06","Rocafonda","70 - 74 dB","DONES","30-49",30
"4634","3-5-06","Rocafonda","70 - 74 dB","DONES","50-69",27
"4635","3-5-06","Rocafonda","70 - 74 dB","DONES","70",10
"4636","3-5-06","Rocafonda","70 - 74 dB","HOMES","00-16",18
"4637","3-5-06","Rocafonda","70 - 74 dB","HOMES","17-29",34
"4638","3-5-06","Rocafonda","70 - 74 dB","HOMES","30-49",52
"4639","3-5-06","Rocafonda","70 - 74 dB","HOMES","50-69",25
"4640","3-5-06","Rocafonda","70 - 74 dB","HOMES","70",8
"4641","3-14-03","Vista Alegre","70 - 74 dB","DONES","00-16",23
"4642","3-14-03","Vista Alegre","70 - 74 dB","DONES","17-29",23
"4643","3-14-03","Vista Alegre","70 - 74 dB","DONES","30-49",43
"4644","3-14-03","Vista Alegre","70 - 74 dB","DONES","50-69",66
"4645","3-14-03","Vista Alegre","70 - 74 dB","DONES","70",26
"4646","3-14-03","Vista Alegre","70 - 74 dB","HOMES","00-16",24
"4647","3-14-03","Vista Alegre","70 - 74 dB","HOMES","17-29",34
"4648","3-14-03","Vista Alegre","70 - 74 dB","HOMES","30-49",34
"4649","3-14-03","Vista Alegre","70 - 74 dB","HOMES","50-69",58
"4650","3-14-03","Vista Alegre","70 - 74 dB","HOMES","70",32
"4651","3-13-04","Vista Alegre","55 - 59 dB","DONES","00-16",15
"4652","3-13-04","Vista Alegre","55 - 59 dB","DONES","17-29",26
"4653","3-13-04","Vista Alegre","55 - 59 dB","DONES","30-49",34
"4654","3-13-04","Vista Alegre","55 - 59 dB","DONES","50-69",38
"4655","3-13-04","Vista Alegre","55 - 59 dB","DONES","70",11
"4656","3-13-04","Vista Alegre","55 - 59 dB","HOMES","00-16",18
"4657","3-13-04","Vista Alegre","55 - 59 dB","HOMES","17-29",23
"4658","3-13-04","Vista Alegre","55 - 59 dB","HOMES","30-49",31
"4659","3-13-04","Vista Alegre","55 - 59 dB","HOMES","50-69",38
"4660","3-13-04","Vista Alegre","55 - 59 dB","HOMES","70",10
"4661","3-13-05","Vista Alegre","70 - 74 dB","DONES","00-16",20
"4662","3-13-05","Vista Alegre","70 - 74 dB","DONES","17-29",2
"4663","3-13-05","Vista Alegre","70 - 74 dB","DONES","30-49",24
"4664","3-13-05","Vista Alegre","70 - 74 dB","DONES","50-69",6
"4665","3-13-05","Vista Alegre","70 - 74 dB","DONES","70",2
"4666","3-13-05","Vista Alegre","70 - 74 dB","HOMES","00-16",21
"4667","3-13-05","Vista Alegre","70 - 74 dB","HOMES","17-29",6
"4668","3-13-05","Vista Alegre","70 - 74 dB","HOMES","30-49",24
"4669","3-13-05","Vista Alegre","70 - 74 dB","HOMES","50-69",10
"4670","3-13-05","Vista Alegre","70 - 74 dB","HOMES","70",3
"4671","3-6-11","Vista Alegre",NA,"DONES","00-16",2
"4672","3-6-11","Vista Alegre",NA,"DONES","17-29",5
"4673","3-6-11","Vista Alegre",NA,"DONES","30-49",8
"4674","3-6-11","Vista Alegre",NA,"DONES","50-69",8
"4675","3-6-11","Vista Alegre",NA,"DONES","70",3
"4676","3-6-11","Vista Alegre",NA,"HOMES","00-16",11
"4677","3-6-11","Vista Alegre",NA,"HOMES","17-29",1
"4678","3-6-11","Vista Alegre",NA,"HOMES","30-49",4
"4679","3-6-11","Vista Alegre",NA,"HOMES","50-69",11
"4680","3-6-11","Vista Alegre",NA,"HOMES","70",5
"4681","3-13-08","Vista Alegre","65 - 69 dB","DONES","00-16",3
"4682","3-13-08","Vista Alegre","65 - 69 dB","DONES","17-29",1
"4683","3-13-08","Vista Alegre","65 - 69 dB","DONES","30-49",8
"4684","3-13-08","Vista Alegre","65 - 69 dB","DONES","50-69",10
"4685","3-13-08","Vista Alegre","65 - 69 dB","DONES","70",7
"4686","3-13-08","Vista Alegre","65 - 69 dB","HOMES","00-16",3
"4687","3-13-08","Vista Alegre","65 - 69 dB","HOMES","17-29",4
"4688","3-13-08","Vista Alegre","65 - 69 dB","HOMES","30-49",5
"4689","3-13-08","Vista Alegre","65 - 69 dB","HOMES","50-69",10
"4690","3-13-08","Vista Alegre","65 - 69 dB","HOMES","70",2
"4691","2-10-04","Eixample","65 - 69 dB","DONES","00-16",20
"4692","2-10-04","Eixample","65 - 69 dB","DONES","17-29",16
"4693","2-10-04","Eixample","65 - 69 dB","DONES","30-49",40
"4694","2-10-04","Eixample","65 - 69 dB","DONES","50-69",32
"4695","2-10-04","Eixample","65 - 69 dB","DONES","70",16
"4696","2-10-04","Eixample","65 - 69 dB","HOMES","00-16",23
"4697","2-10-04","Eixample","65 - 69 dB","HOMES","17-29",14
"4698","2-10-04","Eixample","65 - 69 dB","HOMES","30-49",42
"4699","2-10-04","Eixample","65 - 69 dB","HOMES","50-69",29
"4700","2-10-04","Eixample","65 - 69 dB","HOMES","70",10
"4701","2-8-01","El Palau","65 - 69 dB","DONES","00-16",42
"4702","2-8-01","El Palau","65 - 69 dB","DONES","17-29",37
"4703","2-8-01","El Palau","65 - 69 dB","DONES","30-49",81
"4704","2-8-01","El Palau","65 - 69 dB","DONES","50-69",73
"4705","2-8-01","El Palau","65 - 69 dB","DONES","70",57
"4706","2-8-01","El Palau","65 - 69 dB","HOMES","00-16",42
"4707","2-8-01","El Palau","65 - 69 dB","HOMES","17-29",36
"4708","2-8-01","El Palau","65 - 69 dB","HOMES","30-49",80
"4709","2-8-01","El Palau","65 - 69 dB","HOMES","50-69",67
"4710","2-8-01","El Palau","65 - 69 dB","HOMES","70",35
"4711","3-12-01","Vista Alegre","55 - 59 dB","DONES","00-16",129
"4712","3-12-01","Vista Alegre","55 - 59 dB","DONES","17-29",78
"4713","3-12-01","Vista Alegre","55 - 59 dB","DONES","30-49",191
"4714","3-12-01","Vista Alegre","55 - 59 dB","DONES","50-69",202
"4715","3-12-01","Vista Alegre","55 - 59 dB","DONES","70",152
"4716","3-12-01","Vista Alegre","55 - 59 dB","HOMES","00-16",121
"4717","3-12-01","Vista Alegre","55 - 59 dB","HOMES","17-29",121
"4718","3-12-01","Vista Alegre","55 - 59 dB","HOMES","30-49",194
"4719","3-12-01","Vista Alegre","55 - 59 dB","HOMES","50-69",225
"4720","3-12-01","Vista Alegre","55 - 59 dB","HOMES","70",133
"4721","2-5-07","El Palau","55 - 59 dB","DONES","00-16",76
"4722","2-5-07","El Palau","55 - 59 dB","DONES","17-29",66
"4723","2-5-07","El Palau","55 - 59 dB","DONES","30-49",133
"4724","2-5-07","El Palau","55 - 59 dB","DONES","50-69",113
"4725","2-5-07","El Palau","55 - 59 dB","DONES","70",81
"4726","2-5-07","El Palau","55 - 59 dB","HOMES","00-16",95
"4727","2-5-07","El Palau","55 - 59 dB","HOMES","17-29",87
"4728","2-5-07","El Palau","55 - 59 dB","HOMES","30-49",138
"4729","2-5-07","El Palau","55 - 59 dB","HOMES","50-69",127
"4730","2-5-07","El Palau","55 - 59 dB","HOMES","70",55
"4731","3-6-02","Vista Alegre","55 - 59 dB","DONES","00-16",6
"4732","3-6-02","Vista Alegre","55 - 59 dB","DONES","17-29",5
"4733","3-6-02","Vista Alegre","55 - 59 dB","DONES","30-49",15
"4734","3-6-02","Vista Alegre","55 - 59 dB","DONES","50-69",13
"4735","3-6-02","Vista Alegre","55 - 59 dB","DONES","70",5
"4736","3-6-02","Vista Alegre","55 - 59 dB","HOMES","00-16",11
"4737","3-6-02","Vista Alegre","55 - 59 dB","HOMES","17-29",9
"4738","3-6-02","Vista Alegre","55 - 59 dB","HOMES","30-49",10
"4739","3-6-02","Vista Alegre","55 - 59 dB","HOMES","50-69",12
"4740","3-6-02","Vista Alegre","55 - 59 dB","HOMES","70",6
"4741","3-13-10","Vista Alegre","65 - 69 dB","DONES","00-16",31
"4742","3-13-10","Vista Alegre","65 - 69 dB","DONES","17-29",26
"4743","3-13-10","Vista Alegre","65 - 69 dB","DONES","30-49",48
