"","CODI_INE","barri","nivell_soroll_TVLDEN","sexe","edat","value"
"4744","3-13-10","Vista Alegre","65 - 69 dB","DONES","50-69",49
"4745","3-13-10","Vista Alegre","65 - 69 dB","DONES","70",12
"4746","3-13-10","Vista Alegre","65 - 69 dB","HOMES","00-16",26
"4747","3-13-10","Vista Alegre","65 - 69 dB","HOMES","17-29",35
"4748","3-13-10","Vista Alegre","65 - 69 dB","HOMES","30-49",39
"4749","3-13-10","Vista Alegre","65 - 69 dB","HOMES","50-69",49
"4750","3-13-10","Vista Alegre","65 - 69 dB","HOMES","70",14
"4751","3-6-15","Vista Alegre","55 - 59 dB","DONES","00-16",1
"4752","3-6-15","Vista Alegre","55 - 59 dB","DONES","17-29",3
"4753","3-6-15","Vista Alegre","55 - 59 dB","DONES","30-49",6
"4754","3-6-15","Vista Alegre","55 - 59 dB","DONES","50-69",9
"4755","3-6-15","Vista Alegre","55 - 59 dB","DONES","70",4
"4756","3-6-15","Vista Alegre","55 - 59 dB","HOMES","00-16",0
"4757","3-6-15","Vista Alegre","55 - 59 dB","HOMES","17-29",8
"4758","3-6-15","Vista Alegre","55 - 59 dB","HOMES","30-49",4
"4759","3-6-15","Vista Alegre","55 - 59 dB","HOMES","50-69",9
"4760","3-6-15","Vista Alegre","55 - 59 dB","HOMES","70",5
"4761","3-6-03","Vista Alegre","60 - 64 dB","DONES","00-16",12
"4762","3-6-03","Vista Alegre","60 - 64 dB","DONES","17-29",15
"4763","3-6-03","Vista Alegre","60 - 64 dB","DONES","30-49",27
"4764","3-6-03","Vista Alegre","60 - 64 dB","DONES","50-69",33
"4765","3-6-03","Vista Alegre","60 - 64 dB","DONES","70",15
"4766","3-6-03","Vista Alegre","60 - 64 dB","HOMES","00-16",16
"4767","3-6-03","Vista Alegre","60 - 64 dB","HOMES","17-29",11
"4768","3-6-03","Vista Alegre","60 - 64 dB","HOMES","30-49",23
"4769","3-6-03","Vista Alegre","60 - 64 dB","HOMES","50-69",30
"4770","3-6-03","Vista Alegre","60 - 64 dB","HOMES","70",4
"4771","3-6-08","Vista Alegre","60 - 64 dB","DONES","00-16",5
"4772","3-6-08","Vista Alegre","60 - 64 dB","DONES","17-29",2
"4773","3-6-08","Vista Alegre","60 - 64 dB","DONES","30-49",4
"4774","3-6-08","Vista Alegre","60 - 64 dB","DONES","50-69",8
"4775","3-6-08","Vista Alegre","60 - 64 dB","DONES","70",1
"4776","3-6-08","Vista Alegre","60 - 64 dB","HOMES","00-16",3
"4777","3-6-08","Vista Alegre","60 - 64 dB","HOMES","17-29",6
"4778","3-6-08","Vista Alegre","60 - 64 dB","HOMES","30-49",3
"4779","3-6-08","Vista Alegre","60 - 64 dB","HOMES","50-69",8
"4780","3-6-08","Vista Alegre","60 - 64 dB","HOMES","70",0
"4781","3-6-12","Vista Alegre","60 - 64 dB","DONES","00-16",5
"4782","3-6-12","Vista Alegre","60 - 64 dB","DONES","17-29",4
"4783","3-6-12","Vista Alegre","60 - 64 dB","DONES","30-49",10
"4784","3-6-12","Vista Alegre","60 - 64 dB","DONES","50-69",12
"4785","3-6-12","Vista Alegre","60 - 64 dB","DONES","70",3
"4786","3-6-12","Vista Alegre","60 - 64 dB","HOMES","00-16",1
"4787","3-6-12","Vista Alegre","60 - 64 dB","HOMES","17-29",4
"4788","3-6-12","Vista Alegre","60 - 64 dB","HOMES","30-49",11
"4789","3-6-12","Vista Alegre","60 - 64 dB","HOMES","50-69",11
"4790","3-6-12","Vista Alegre","60 - 64 dB","HOMES","70",7
"4791","3-13-11","Vista Alegre","65 - 69 dB","DONES","00-16",9
"4792","3-13-11","Vista Alegre","65 - 69 dB","DONES","17-29",7
"4793","3-13-11","Vista Alegre","65 - 69 dB","DONES","30-49",13
"4794","3-13-11","Vista Alegre","65 - 69 dB","DONES","50-69",22
"4795","3-13-11","Vista Alegre","65 - 69 dB","DONES","70",8
"4796","3-13-11","Vista Alegre","65 - 69 dB","HOMES","00-16",7
"4797","3-13-11","Vista Alegre","65 - 69 dB","HOMES","17-29",8
"4798","3-13-11","Vista Alegre","65 - 69 dB","HOMES","30-49",13
"4799","3-13-11","Vista Alegre","65 - 69 dB","HOMES","50-69",17
"4800","3-13-11","Vista Alegre","65 - 69 dB","HOMES","70",11
"4801","6-1-01","Eixample",">= 75 dB","DONES","00-16",1
"4802","6-1-01","Eixample",">= 75 dB","DONES","17-29",1
"4803","6-1-01","Eixample",">= 75 dB","DONES","30-49",2
"4804","6-1-01","Eixample",">= 75 dB","DONES","50-69",5
"4805","6-1-01","Eixample",">= 75 dB","DONES","70",3
"4806","6-1-01","Eixample",">= 75 dB","HOMES","00-16",0
"4807","6-1-01","Eixample",">= 75 dB","HOMES","17-29",0
"4808","6-1-01","Eixample",">= 75 dB","HOMES","30-49",2
"4809","6-1-01","Eixample",">= 75 dB","HOMES","50-69",5
"4810","6-1-01","Eixample",">= 75 dB","HOMES","70",3
"4811","5-2-04","Cerdanyola","65 - 69 dB","DONES","00-16",25
"4812","5-2-04","Cerdanyola","65 - 69 dB","DONES","17-29",14
"4813","5-2-04","Cerdanyola","65 - 69 dB","DONES","30-49",30
"4814","5-2-04","Cerdanyola","65 - 69 dB","DONES","50-69",39
"4815","5-2-04","Cerdanyola","65 - 69 dB","DONES","70",14
"4816","5-2-04","Cerdanyola","65 - 69 dB","HOMES","00-16",21
"4817","5-2-04","Cerdanyola","65 - 69 dB","HOMES","17-29",29
"4818","5-2-04","Cerdanyola","65 - 69 dB","HOMES","30-49",40
"4819","5-2-04","Cerdanyola","65 - 69 dB","HOMES","50-69",47
"4820","5-2-04","Cerdanyola","65 - 69 dB","HOMES","70",14
"4821","4-6-02","Cirera","70 - 74 dB","DONES","00-16",1
"4822","4-6-02","Cirera","70 - 74 dB","DONES","17-29",4
"4823","4-6-02","Cirera","70 - 74 dB","DONES","30-49",3
"4824","4-6-02","Cirera","70 - 74 dB","DONES","50-69",6
"4825","4-6-02","Cirera","70 - 74 dB","DONES","70",8
"4826","4-6-02","Cirera","70 - 74 dB","HOMES","00-16",1
"4827","4-6-02","Cirera","70 - 74 dB","HOMES","17-29",6
"4828","4-6-02","Cirera","70 - 74 dB","HOMES","30-49",3
"4829","4-6-02","Cirera","70 - 74 dB","HOMES","50-69",5
"4830","4-6-02","Cirera","70 - 74 dB","HOMES","70",5
"4831","4-5-22","La Llàntia","65 - 69 dB","DONES","00-16",22
"4832","4-5-22","La Llàntia","65 - 69 dB","DONES","17-29",13
"4833","4-5-22","La Llàntia","65 - 69 dB","DONES","30-49",47
"4834","4-5-22","La Llàntia","65 - 69 dB","DONES","50-69",20
"4835","4-5-22","La Llàntia","65 - 69 dB","DONES","70",15
"4836","4-5-22","La Llàntia","65 - 69 dB","HOMES","00-16",29
"4837","4-5-22","La Llàntia","65 - 69 dB","HOMES","17-29",13
"4838","4-5-22","La Llàntia","65 - 69 dB","HOMES","30-49",45
"4839","4-5-22","La Llàntia","65 - 69 dB","HOMES","50-69",20
"4840","4-5-22","La Llàntia","65 - 69 dB","HOMES","70",6
"4841","4-5-29","La Llàntia","70 - 74 dB","DONES","00-16",8
"4842","4-5-29","La Llàntia","70 - 74 dB","DONES","17-29",4
"4843","4-5-29","La Llàntia","70 - 74 dB","DONES","30-49",9
"4844","4-5-29","La Llàntia","70 - 74 dB","DONES","50-69",5
"4845","4-5-29","La Llàntia","70 - 74 dB","DONES","70",4
"4846","4-5-29","La Llàntia","70 - 74 dB","HOMES","00-16",4
"4847","4-5-29","La Llàntia","70 - 74 dB","HOMES","17-29",2
"4848","4-5-29","La Llàntia","70 - 74 dB","HOMES","30-49",7
"4849","4-5-29","La Llàntia","70 - 74 dB","HOMES","50-69",8
"4850","4-5-29","La Llàntia","70 - 74 dB","HOMES","70",1
"4851","4-5-20","La Llàntia","70 - 74 dB","DONES","00-16",4
"4852","4-5-20","La Llàntia","70 - 74 dB","DONES","17-29",3
"4853","4-5-20","La Llàntia","70 - 74 dB","DONES","30-49",7
"4854","4-5-20","La Llàntia","70 - 74 dB","DONES","50-69",9
"4855","4-5-20","La Llàntia","70 - 74 dB","DONES","70",3
"4856","4-5-20","La Llàntia","70 - 74 dB","HOMES","00-16",4
"4857","4-5-20","La Llàntia","70 - 74 dB","HOMES","17-29",4
"4858","4-5-20","La Llàntia","70 - 74 dB","HOMES","30-49",4
"4859","4-5-20","La Llàntia","70 - 74 dB","HOMES","50-69",8
"4860","4-5-20","La Llàntia","70 - 74 dB","HOMES","70",5
"4861","3-9-11","Els Molins","55 - 59 dB","DONES","00-16",2
"4862","3-9-11","Els Molins","55 - 59 dB","DONES","17-29",2
"4863","3-9-11","Els Molins","55 - 59 dB","DONES","30-49",5
"4864","3-9-11","Els Molins","55 - 59 dB","DONES","50-69",9
"4865","3-9-11","Els Molins","55 - 59 dB","DONES","70",4
"4866","3-9-11","Els Molins","55 - 59 dB","HOMES","00-16",5
"4867","3-9-11","Els Molins","55 - 59 dB","HOMES","17-29",2
"4868","3-9-11","Els Molins","55 - 59 dB","HOMES","30-49",5
"4869","3-9-11","Els Molins","55 - 59 dB","HOMES","50-69",12
"4870","3-9-11","Els Molins","55 - 59 dB","HOMES","70",6
"4871","2-7-10","El Palau","65 - 69 dB","DONES","00-16",25
"4872","2-7-10","El Palau","65 - 69 dB","DONES","17-29",5
"4873","2-7-10","El Palau","65 - 69 dB","DONES","30-49",35
"4874","2-7-10","El Palau","65 - 69 dB","DONES","50-69",23
"4875","2-7-10","El Palau","65 - 69 dB","DONES","70",7
"4876","2-7-10","El Palau","65 - 69 dB","HOMES","00-16",28
"4877","2-7-10","El Palau","65 - 69 dB","HOMES","17-29",9
"4878","2-7-10","El Palau","65 - 69 dB","HOMES","30-49",39
"4879","2-7-10","El Palau","65 - 69 dB","HOMES","50-69",17
"4880","2-7-10","El Palau","65 - 69 dB","HOMES","70",5
"4881","3-13-07","Vista Alegre",NA,"DONES","00-16",21
"4882","3-13-07","Vista Alegre",NA,"DONES","17-29",11
"4883","3-13-07","Vista Alegre",NA,"DONES","30-49",31
"4884","3-13-07","Vista Alegre",NA,"DONES","50-69",35
"4885","3-13-07","Vista Alegre",NA,"DONES","70",8
"4886","3-13-07","Vista Alegre",NA,"HOMES","00-16",19
"4887","3-13-07","Vista Alegre",NA,"HOMES","17-29",16
"4888","3-13-07","Vista Alegre",NA,"HOMES","30-49",30
"4889","3-13-07","Vista Alegre",NA,"HOMES","50-69",31
"4890","3-13-07","Vista Alegre",NA,"HOMES","70",8
"4891","6-9-05","El Rengle","65 - 69 dB","DONES","00-16",1
"4892","6-9-05","El Rengle","65 - 69 dB","DONES","17-29",5
"4893","6-9-05","El Rengle","65 - 69 dB","DONES","30-49",7
"4894","6-9-05","El Rengle","65 - 69 dB","DONES","50-69",6
"4895","6-9-05","El Rengle","65 - 69 dB","DONES","70",10
"4896","6-9-05","El Rengle","65 - 69 dB","HOMES","00-16",5
"4897","6-9-05","El Rengle","65 - 69 dB","HOMES","17-29",3
"4898","6-9-05","El Rengle","65 - 69 dB","HOMES","30-49",7
"4899","6-9-05","El Rengle","65 - 69 dB","HOMES","50-69",7
"4900","6-9-05","El Rengle","65 - 69 dB","HOMES","70",3
"4901","1-2-07","Centre","70 - 74 dB","DONES","00-16",13
"4902","1-2-07","Centre","70 - 74 dB","DONES","17-29",11
"4903","1-2-07","Centre","70 - 74 dB","DONES","30-49",16
"4904","1-2-07","Centre","70 - 74 dB","DONES","50-69",17
"4905","1-2-07","Centre","70 - 74 dB","DONES","70",13
"4906","1-2-07","Centre","70 - 74 dB","HOMES","00-16",13
"4907","1-2-07","Centre","70 - 74 dB","HOMES","17-29",8
"4908","1-2-07","Centre","70 - 74 dB","HOMES","30-49",29
"4909","1-2-07","Centre","70 - 74 dB","HOMES","50-69",14
"4910","1-2-07","Centre","70 - 74 dB","HOMES","70",11
"4911","1-1-06","Centre","65 - 69 dB","DONES","00-16",5
"4912","1-1-06","Centre","65 - 69 dB","DONES","17-29",8
"4913","1-1-06","Centre","65 - 69 dB","DONES","30-49",24
"4914","1-1-06","Centre","65 - 69 dB","DONES","50-69",19
"4915","1-1-06","Centre","65 - 69 dB","DONES","70",18
"4916","1-1-06","Centre","65 - 69 dB","HOMES","00-16",10
"4917","1-1-06","Centre","65 - 69 dB","HOMES","17-29",6
"4918","1-1-06","Centre","65 - 69 dB","HOMES","30-49",19
"4919","1-1-06","Centre","65 - 69 dB","HOMES","50-69",20
"4920","1-1-06","Centre","65 - 69 dB","HOMES","70",11
"4921","1-2-06","Centre","70 - 74 dB","DONES","00-16",18
"4922","1-2-06","Centre","70 - 74 dB","DONES","17-29",16
"4923","1-2-06","Centre","70 - 74 dB","DONES","30-49",37
"4924","1-2-06","Centre","70 - 74 dB","DONES","50-69",25
"4925","1-2-06","Centre","70 - 74 dB","DONES","70",13
"4926","1-2-06","Centre","70 - 74 dB","HOMES","00-16",27
"4927","1-2-06","Centre","70 - 74 dB","HOMES","17-29",14
"4928","1-2-06","Centre","70 - 74 dB","HOMES","30-49",31
"4929","1-2-06","Centre","70 - 74 dB","HOMES","50-69",22
"4930","1-2-06","Centre","70 - 74 dB","HOMES","70",7
"4931","1-1-01","Centre","65 - 69 dB","DONES","00-16",27
"4932","1-1-01","Centre","65 - 69 dB","DONES","17-29",20
"4933","1-1-01","Centre","65 - 69 dB","DONES","30-49",43
"4934","1-1-01","Centre","65 - 69 dB","DONES","50-69",54
"4935","1-1-01","Centre","65 - 69 dB","DONES","70",30
"4936","1-1-01","Centre","65 - 69 dB","HOMES","00-16",20
"4937","1-1-01","Centre","65 - 69 dB","HOMES","17-29",17
"4938","1-1-01","Centre","65 - 69 dB","HOMES","30-49",44
"4939","1-1-01","Centre","65 - 69 dB","HOMES","50-69",40
"4940","1-1-01","Centre","65 - 69 dB","HOMES","70",19
"4941","6-10-01","Pla d'en Boet",">= 75 dB","DONES","00-16",15
"4942","6-10-01","Pla d'en Boet",">= 75 dB","DONES","17-29",10
"4943","6-10-01","Pla d'en Boet",">= 75 dB","DONES","30-49",26
"4944","6-10-01","Pla d'en Boet",">= 75 dB","DONES","50-69",30
"4945","6-10-01","Pla d'en Boet",">= 75 dB","DONES","70",17
"4946","6-10-01","Pla d'en Boet",">= 75 dB","HOMES","00-16",18
"4947","6-10-01","Pla d'en Boet",">= 75 dB","HOMES","17-29",6
"4948","6-10-01","Pla d'en Boet",">= 75 dB","HOMES","30-49",28
"4949","6-10-01","Pla d'en Boet",">= 75 dB","HOMES","50-69",26
"4950","6-10-01","Pla d'en Boet",">= 75 dB","HOMES","70",13
"4951","6-10-04","Pla d'en Boet",">= 75 dB","DONES","00-16",17
"4952","6-10-04","Pla d'en Boet",">= 75 dB","DONES","17-29",22
"4953","6-10-04","Pla d'en Boet",">= 75 dB","DONES","30-49",38
"4954","6-10-04","Pla d'en Boet",">= 75 dB","DONES","50-69",35
"4955","6-10-04","Pla d'en Boet",">= 75 dB","DONES","70",19
"4956","6-10-04","Pla d'en Boet",">= 75 dB","HOMES","00-16",31
"4957","6-10-04","Pla d'en Boet",">= 75 dB","HOMES","17-29",18
"4958","6-10-04","Pla d'en Boet",">= 75 dB","HOMES","30-49",47
"4959","6-10-04","Pla d'en Boet",">= 75 dB","HOMES","50-69",39
"4960","6-10-04","Pla d'en Boet",">= 75 dB","HOMES","70",13
"4961","6-10-03","Pla d'en Boet","60 - 64 dB","DONES","00-16",8
"4962","6-10-03","Pla d'en Boet","60 - 64 dB","DONES","17-29",12
"4963","6-10-03","Pla d'en Boet","60 - 64 dB","DONES","30-49",13
"4964","6-10-03","Pla d'en Boet","60 - 64 dB","DONES","50-69",28
"4965","6-10-03","Pla d'en Boet","60 - 64 dB","DONES","70",13
"4966","6-10-03","Pla d'en Boet","60 - 64 dB","HOMES","00-16",7
"4967","6-10-03","Pla d'en Boet","60 - 64 dB","HOMES","17-29",11
"4968","6-10-03","Pla d'en Boet","60 - 64 dB","HOMES","30-49",16
"4969","6-10-03","Pla d'en Boet","60 - 64 dB","HOMES","50-69",23
"4970","6-10-03","Pla d'en Boet","60 - 64 dB","HOMES","70",9
"4971","6-10-08","Pla d'en Boet","70 - 74 dB","DONES","00-16",16
"4972","6-10-08","Pla d'en Boet","70 - 74 dB","DONES","17-29",15
"4973","6-10-08","Pla d'en Boet","70 - 74 dB","DONES","30-49",29
"4974","6-10-08","Pla d'en Boet","70 - 74 dB","DONES","50-69",26
"4975","6-10-08","Pla d'en Boet","70 - 74 dB","DONES","70",16
"4976","6-10-08","Pla d'en Boet","70 - 74 dB","HOMES","00-16",20
"4977","6-10-08","Pla d'en Boet","70 - 74 dB","HOMES","17-29",15
"4978","6-10-08","Pla d'en Boet","70 - 74 dB","HOMES","30-49",35
"4979","6-10-08","Pla d'en Boet","70 - 74 dB","HOMES","50-69",24
"4980","6-10-08","Pla d'en Boet","70 - 74 dB","HOMES","70",8
"4981","6-14-06","Eixample","70 - 74 dB","DONES","00-16",18
"4982","6-14-06","Eixample","70 - 74 dB","DONES","17-29",22
"4983","6-14-06","Eixample","70 - 74 dB","DONES","30-49",21
"4984","6-14-06","Eixample","70 - 74 dB","DONES","50-69",53
"4985","6-14-06","Eixample","70 - 74 dB","DONES","70",31
"4986","6-14-06","Eixample","70 - 74 dB","HOMES","00-16",7
"4987","6-14-06","Eixample","70 - 74 dB","HOMES","17-29",17
"4988","6-14-06","Eixample","70 - 74 dB","HOMES","30-49",23
"4989","6-14-06","Eixample","70 - 74 dB","HOMES","50-69",43
"4990","6-14-06","Eixample","70 - 74 dB","HOMES","70",28
"4991","5-9-06","Cerdanyola","60 - 64 dB","DONES","00-16",16
"4992","5-9-06","Cerdanyola","60 - 64 dB","DONES","17-29",12
"4993","5-9-06","Cerdanyola","60 - 64 dB","DONES","30-49",32
"4994","5-9-06","Cerdanyola","60 - 64 dB","DONES","50-69",20
"4995","5-9-06","Cerdanyola","60 - 64 dB","DONES","70",27
"4996","5-9-06","Cerdanyola","60 - 64 dB","HOMES","00-16",16
"4997","5-9-06","Cerdanyola","60 - 64 dB","HOMES","17-29",11
"4998","5-9-06","Cerdanyola","60 - 64 dB","HOMES","30-49",28
"4999","5-9-06","Cerdanyola","60 - 64 dB","HOMES","50-69",25
"5000","5-9-06","Cerdanyola","60 - 64 dB","HOMES","70",13
"5001","6-1-03","Eixample",">= 75 dB","DONES","00-16",38
"5002","6-1-03","Eixample",">= 75 dB","DONES","17-29",12
"5003","6-1-03","Eixample",">= 75 dB","DONES","30-49",58
"5004","6-1-03","Eixample",">= 75 dB","DONES","50-69",38
"5005","6-1-03","Eixample",">= 75 dB","DONES","70",26
"5006","6-1-03","Eixample",">= 75 dB","HOMES","00-16",34
"5007","6-1-03","Eixample",">= 75 dB","HOMES","17-29",15
"5008","6-1-03","Eixample",">= 75 dB","HOMES","30-49",56
"5009","6-1-03","Eixample",">= 75 dB","HOMES","50-69",31
"5010","6-1-03","Eixample",">= 75 dB","HOMES","70",22
"5011","6-10-05","Pla d'en Boet",">= 75 dB","DONES","00-16",35
"5012","6-10-05","Pla d'en Boet",">= 75 dB","DONES","17-29",21
"5013","6-10-05","Pla d'en Boet",">= 75 dB","DONES","30-49",63
"5014","6-10-05","Pla d'en Boet",">= 75 dB","DONES","50-69",49
"5015","6-10-05","Pla d'en Boet",">= 75 dB","DONES","70",41
"5016","6-10-05","Pla d'en Boet",">= 75 dB","HOMES","00-16",33
"5017","6-10-05","Pla d'en Boet",">= 75 dB","HOMES","17-29",23
"5018","6-10-05","Pla d'en Boet",">= 75 dB","HOMES","30-49",64
"5019","6-10-05","Pla d'en Boet",">= 75 dB","HOMES","50-69",47
"5020","6-10-05","Pla d'en Boet",">= 75 dB","HOMES","70",22
"5021","6-10-02","Pla d'en Boet","60 - 64 dB","DONES","00-16",14
"5022","6-10-02","Pla d'en Boet","60 - 64 dB","DONES","17-29",11
"5023","6-10-02","Pla d'en Boet","60 - 64 dB","DONES","30-49",24
"5024","6-10-02","Pla d'en Boet","60 - 64 dB","DONES","50-69",26
"5025","6-10-02","Pla d'en Boet","60 - 64 dB","DONES","70",6
"5026","6-10-02","Pla d'en Boet","60 - 64 dB","HOMES","00-16",11
"5027","6-10-02","Pla d'en Boet","60 - 64 dB","HOMES","17-29",13
"5028","6-10-02","Pla d'en Boet","60 - 64 dB","HOMES","30-49",20
"5029","6-10-02","Pla d'en Boet","60 - 64 dB","HOMES","50-69",28
"5030","6-10-02","Pla d'en Boet","60 - 64 dB","HOMES","70",4
"5031","6-13-08","Peramàs","70 - 74 dB","DONES","00-16",0
"5032","6-13-08","Peramàs","70 - 74 dB","DONES","17-29",0
"5033","6-13-08","Peramàs","70 - 74 dB","DONES","30-49",0
"5034","6-13-08","Peramàs","70 - 74 dB","DONES","50-69",2
"5035","6-13-08","Peramàs","70 - 74 dB","DONES","70",76
"5036","6-13-08","Peramàs","70 - 74 dB","HOMES","00-16",0
"5037","6-13-08","Peramàs","70 - 74 dB","HOMES","17-29",0
"5038","6-13-08","Peramàs","70 - 74 dB","HOMES","30-49",1
"5039","6-13-08","Peramàs","70 - 74 dB","HOMES","50-69",0
"5040","6-13-08","Peramàs","70 - 74 dB","HOMES","70",17
"5041","6-7-04","Eixample","70 - 74 dB","DONES","00-16",38
"5042","6-7-04","Eixample","70 - 74 dB","DONES","17-29",28
"5043","6-7-04","Eixample","70 - 74 dB","DONES","30-49",56
"5044","6-7-04","Eixample","70 - 74 dB","DONES","50-69",50
"5045","6-7-04","Eixample","70 - 74 dB","DONES","70",26
"5046","6-7-04","Eixample","70 - 74 dB","HOMES","00-16",36
"5047","6-7-04","Eixample","70 - 74 dB","HOMES","17-29",29
"5048","6-7-04","Eixample","70 - 74 dB","HOMES","30-49",83
"5049","6-7-04","Eixample","70 - 74 dB","HOMES","50-69",38
"5050","6-7-04","Eixample","70 - 74 dB","HOMES","70",12
"5051","6-4-04","Eixample","70 - 74 dB","DONES","00-16",13
"5052","6-4-04","Eixample","70 - 74 dB","DONES","17-29",8
"5053","6-4-04","Eixample","70 - 74 dB","DONES","30-49",30
"5054","6-4-04","Eixample","70 - 74 dB","DONES","50-69",28
"5055","6-4-04","Eixample","70 - 74 dB","DONES","70",20
"5056","6-4-04","Eixample","70 - 74 dB","HOMES","00-16",9
"5057","6-4-04","Eixample","70 - 74 dB","HOMES","17-29",11
"5058","6-4-04","Eixample","70 - 74 dB","HOMES","30-49",25
"5059","6-4-04","Eixample","70 - 74 dB","HOMES","50-69",28
"5060","6-4-04","Eixample","70 - 74 dB","HOMES","70",17
"5061","6-4-01","Eixample","65 - 69 dB","DONES","00-16",7
"5062","6-4-01","Eixample","65 - 69 dB","DONES","17-29",15
"5063","6-4-01","Eixample","65 - 69 dB","DONES","30-49",11
"5064","6-4-01","Eixample","65 - 69 dB","DONES","50-69",19
"5065","6-4-01","Eixample","65 - 69 dB","DONES","70",6
"5066","6-4-01","Eixample","65 - 69 dB","HOMES","00-16",7
"5067","6-4-01","Eixample","65 - 69 dB","HOMES","17-29",21
"5068","6-4-01","Eixample","65 - 69 dB","HOMES","30-49",15
"5069","6-4-01","Eixample","65 - 69 dB","HOMES","50-69",18
"5070","6-4-01","Eixample","65 - 69 dB","HOMES","70",3
"5071","6-1-04","Eixample","70 - 74 dB","DONES","00-16",58
"5072","6-1-04","Eixample","70 - 74 dB","DONES","17-29",64
"5073","6-1-04","Eixample","70 - 74 dB","DONES","30-49",133
"5074","6-1-04","Eixample","70 - 74 dB","DONES","50-69",143
"5075","6-1-04","Eixample","70 - 74 dB","DONES","70",98
"5076","6-1-04","Eixample","70 - 74 dB","HOMES","00-16",57
"5077","6-1-04","Eixample","70 - 74 dB","HOMES","17-29",67
"5078","6-1-04","Eixample","70 - 74 dB","HOMES","30-49",116
"5079","6-1-04","Eixample","70 - 74 dB","HOMES","50-69",115
"5080","6-1-04","Eixample","70 - 74 dB","HOMES","70",64
"5081","6-3-12","Eixample","70 - 74 dB","DONES","00-16",8
"5082","6-3-12","Eixample","70 - 74 dB","DONES","17-29",5
"5083","6-3-12","Eixample","70 - 74 dB","DONES","30-49",14
"5084","6-3-12","Eixample","70 - 74 dB","DONES","50-69",14
"5085","6-3-12","Eixample","70 - 74 dB","DONES","70",7
"5086","6-3-12","Eixample","70 - 74 dB","HOMES","00-16",10
"5087","6-3-12","Eixample","70 - 74 dB","HOMES","17-29",7
"5088","6-3-12","Eixample","70 - 74 dB","HOMES","30-49",12
"5089","6-3-12","Eixample","70 - 74 dB","HOMES","50-69",11
"5090","6-3-12","Eixample","70 - 74 dB","HOMES","70",6
"5091","6-10-06","Pla d'en Boet",">= 75 dB","DONES","00-16",12
"5092","6-10-06","Pla d'en Boet",">= 75 dB","DONES","17-29",5
"5093","6-10-06","Pla d'en Boet",">= 75 dB","DONES","30-49",13
"5094","6-10-06","Pla d'en Boet",">= 75 dB","DONES","50-69",12
"5095","6-10-06","Pla d'en Boet",">= 75 dB","DONES","70",4
"5096","6-10-06","Pla d'en Boet",">= 75 dB","HOMES","00-16",13
"5097","6-10-06","Pla d'en Boet",">= 75 dB","HOMES","17-29",10
"5098","6-10-06","Pla d'en Boet",">= 75 dB","HOMES","30-49",17
"5099","6-10-06","Pla d'en Boet",">= 75 dB","HOMES","50-69",11
"5100","6-10-06","Pla d'en Boet",">= 75 dB","HOMES","70",3
"5101","5-13-02","Cerdanyola","65 - 69 dB","DONES","00-16",24
"5102","5-13-02","Cerdanyola","65 - 69 dB","DONES","17-29",17
"5103","5-13-02","Cerdanyola","65 - 69 dB","DONES","30-49",44
"5104","5-13-02","Cerdanyola","65 - 69 dB","DONES","50-69",57
